はっきり,すいめー,へたする,かつてら,ことすら,ことだっ,するぐら,すーぱー,すること,ことから,ばっくさ,がらふら,すくらん,くにとっ,もわから,がやたら,くらすや,からこそ,ばっくっ,かったか,くにおい,うしたか,もそもだ
1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,2,1,1,1,1,1
