ユルユル,ムクムク
['\u3000オリーブオイルマヨが悔しかったので、ルールに反しますがネットでレシピ見て作り直しました。油は少しずつ入れるのが良いみたいです。それから攪拌も足りなかったと思われます。ちょっとまだユルユルですが、もっとマシなものが出来ました。以上。'],['\u3000で、今回のお話を書いた訳ですが、書いているうちに疑問がムクムクと……。舞台設定上、植物性油脂が手に入らないことになっています。動物性油脂は常温での喫食には向かないのであんまりおいしくはできないはず。という目論見はあったのですが、本当にそうなのか、と。']
