ぎりぎり,どきどき,はらはら,ざくざく,そろそろ,もたもた,だらだら
"['\u3000これについては、けっこうぎりぎりまで決まらず、ずっとはらはらしつづけることになるのですが、その話は、また後で。\n', '\u3000今は、直接の戦争を体験した人を現代を舞台に描ける、ぎりぎりの時代なのですね……と、ちょっとしんみり。\n']",['（私の本が本当に書店に並んでいるんだ……）と、どきどきします。\n'],['\u3000これについては、けっこうぎりぎりまで決まらず、ずっとはらはらしつづけることになるのですが、その話は、また後で。\n'],['\u3000もし必要な部分があったら後で元に戻すことを前提に、とりあえず、冗長な部分や本筋から脱線した述懐、すとーりー進行上は必要のない遊びの会話などを、ごく乱暴に、ざくざく削ってしまうのです。\n'],['\u3000ちょうど、私もそろそろ掲載を申し込まなければと考えていた矢先の、絶妙のたいみんぐでの出来事です。\n'],['\u3000このえっせい、発売日前に終わらせるつもりだったのですが、もたもたしてたら間に合いませんでした……。\n'],['\u3000だらだら長い話にお付き合い下さり、ありがとうございました！\n']
