イライジ,スタシオ,プルスイ,サックス,フラワー,ピーグリ,ドーワイ,スージー,プルグリ,パープル,ランキー,ヒーブラ,モロコシ,トロベリ,オイスタ
2,1,1,2,1,1,1,4,1,5,4,1,1,1,2
