するくら,あっぷする,くださっ,ぶらざー,するから,かちさん,しゃーから,うだから,すること
['\u3000びっくりするくらい綺麗にまとまりましたね。'],['\u3000それからのもちださんは、元からある「ぷろっとを書いてしまうと満足してしまう」「書いたら皆に見せたくなってしまう」という特殊性癖？もあるため、とにかく書きまくってはさいとにあっぷするようになりました。'],['\u3000もちだが悩んで苦しんでいた頃、親身になってくださった作家先生がいらっしゃいました。ありがたいことに、その方はもちだの作品を「面白い。続けて」と言ってくださりました。'],['\u3000書籍化なんてやめてほしいという人も……いやいや、ちょっと待ってください。せいせいせい。落ち着こうぜぶらざー。'],['「楽しみにしていたＷＥＢ小説の作品が書籍化することになって、嬉しいんだけど更新頻度が低くなったりえたったりするから書籍化って聞いても素直に喜べない」'],['\u3000せっかちさんのために、たいとるの理由の答えを先に出しておきましょうか。'],['\u3000書かなければというぷれっしゃーからのすとれす、食欲不振、会社勤めをしているため睡眠を削っての執筆は、もちださんの体から免疫力を奪ったのです。'],"['\u3000もちださんは元々小説を書いていた人ではありません。楽しそうだからという理由で書き始めて三ゖ月目のことでした。らんきんぐの存在も自分にとって無縁なものと思っていたので、突然始まった感想欄の荒れとぶくまの嵐に翻弄されたのです。', '\u3000途中で止まるかもしれないけど、それでも出しておかないと後悔しそうだから、と。']","['「楽しみにしていたＷＥＢ小説の作品が書籍化することになって、嬉しいんだけど更新頻度が低くなったりえたったりするから書籍化って聞いても素直に喜べない」', '\u3000もちださんは無理することをやめました。']"
