ペットボ,ジタバタ,トップク,ランカラ,スッキリ,スカウト,カップル,シゲモリ,ムシャクシャ,スーパー,スクトッ,ブルメー,ブランドバ,コンサー
4,1,1,1,1,4,4,1,1,8,1,2,1,1
