いじめた,びくしな,けたくら,ぐちゃぐち,はっきり,ちらから,うとする,にこびり,からいじ,しながら,もこちら,するから,ずたじろ,だったじ,にこちら,だったら,じめから,からこん,くらいじ,いらしく,いじめら,かったじ,ずっとく,きーぱー,うだから,だったか,がくすく,さんから,がっかり,わーばら,くらすか,もそうだ,ぶつけた,からしば,とっぷよ,たらおい,とっぷく,しないそ,つけてく,たらしく,しゃらだっ,くいじめ,うしてく,さんのた,もそもこ,しなかっ,もりだっ,がしばし,もたつい,はっぴー,ついてく,するとく,ひたすら,もそうは,からさっ,がつくら,にやたら,しばかり,からこそ,からする,かったら,じめすら,てかかっ,もこうし,たらこん,わなかっ,かったか,うとしな,からくら,ばっちり,もそもだ,けたかっ,よろめき,さんだっ,からずた,ぶつかり
3,1,1,1,18,2,13,2,5,6,1,5,1,2,5,7,1,1,1,1,2,1,2,7,1,4,1,2,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,3,1,4,2,1,1,1,1,1,1,1,2,1,1,1,5,1,12,1,1,1,2,3,5,3,1,1,1,1,1,2,1,1
