たらすっ,ぱっちり,ずばかり,のさぶり,はっきり,わーくだ,うとする,くっきり,ぼろだっ,からぺっ,しながら,さんぐら,しなくら,うところ,するから,さんのさ,かすたじ,さっそく,くださっ,けたこと,だったら,からだっ,ばっぐだ,ほったら,がしばら,たらたぶ,ことばっ,ことだっ,ずらしく,がばらん,かったじ,わいとぼ,ことぐら,かっさら,きりだっ,だったか,つけたら,たっぷり,すっかり,すーぱー,しくさぶ,だったっ,さんから,まごさん,もそうだ,さんのこ,からのし,ぶようだ,がってく,のさくら,もそのこ,もろくに,すること,ことずっ,しないそ,げたすた,ばっかり,こうだっ,じたこと,しなかっ,とっくに,ついさっ,こうもそ,からずっ,しなこと,だらしな,からふる,もわから,ついてく,ひたすら,かったっ,からずら,げたすー,しばかり,がくすっ,つかこん,がしゃがみ,かったら,てかかっ,おいてか,わなかっ,さっぱり,かったか,うとしな,つかこう,けっこう,ぶりだっ,ばっちり,さんだっ,ちかけら,うしたら,かってく,いそうだ,こんのこ
1,1,1,1,3,1,5,2,1,1,11,2,1,2,1,1,1,4,1,1,7,1,1,1,1,1,1,2,2,1,1,2,1,1,1,6,1,1,7,4,1,1,5,1,3,8,1,1,2,3,1,1,9,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,4,1,1,1,1,2,1,1,3,1,1,1
