やいやい,ぴちぴち,もぞもぞ,ぶつぶつ,がしがし,ばたばた,だらだら,ぱらぱら,こそこそ,ぺこぺこ,びしゃびしゃ
['\u3000……いやいやいや、ここで待ってますも何も、待ってないじゃん！'],['\u3000今年で14歳になる、ぴちぴちのJCだ。'],['\u3000べっどからもぞもぞと這い出した私は。'],['\u3000ぶつぶつ言いながら封筒を開けると。'],['\u3000頭をがしがし掻きながら、私は改めて手紙の束をぱらぱらと確認する。'],['\u3000しーちゃんは朝からばたばた走り回ってあっちこっちに封筒をしこんだことになる。'],['\u3000さっきまでだらだらと日曜日を満喫していた私だが、今は自宅のぽすとに突っ込まれていた封筒を眺めている。'],['\u3000頭をがしがし掻きながら、私は改めて手紙の束をぱらぱらと確認する。'],['\u3000私はなるべく気付かれないようにこそこそと体育館の一番後ろ……つまり、体育館の舞台と反対側へと移動して、その壁を眺めて回る。'],['「すみません、すみません」と両手を合わせて頭をぺこぺこしながら教壇へと向かう。'],"['\u3000映画ちけっと売り場の関係上、映画館の屋根の下で待つことのできなかった私は、傘をさしてたとはいえそれから3時間もの間屋外で待ち続けて、びしゃびしゃになったのであった。', '\u3000こんな大雨の日にあの映画館の前で待っていたら、びしゃびしゃに濡れて風邪をひくに決まっている……私が1番(・・・・)、分かっている(・・・・・・)！']"
