ペットボ,ハッキリ,ゲホゴホ,コントロ,ランカラ,ムシチュー,サラダボ,ランコリ,ウロボロ,キーボー,フラワー,サンスク,ワイトボ,スッカリ,スクトッ,メチャクチャ,ブーメラ,カチャカチ,サッパリ,ガチャガチ,ブラジャー,ケットボ,メープル,ピリオド,オージー,メソポタ
1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1
