ザープリン,ペットボ,コントロ,チョコポッ,キーワー,ヘッドロ,ツルペタ,ペラグラ,ハッピー,ブラウザ,カップル,カップリ,ゲームク,キーボー,ブラコン,ヒーカッ,クッキー,ランクス,スーパー,パキスタ,ドーブラ,プルトッ,バックス,カラフル,ポッキー,フカツカ,ムズアップ
1,4,2,1,3,2,1,1,1,1,10,1,1,9,4,1,7,1,4,4,1,1,2,1,4,1,2
