カタカタ,ニタニタ,ボコボコ
['\u3000脇腹に冷たい銃口を感じながら、姫乃はカタカタと震え始める。考えないようにしていたことが蓋を開いたのだ。悪夢のごときの想像。女子高生殺し。戸野口明日奈の口を封じたのは自分たちだが、松井知穂のケースは関与していない。彼女が殺害された理由は不明なままだったが、復讐に燃える有希を重ね合わせれば、答えは判然とするように思える。\n'],['\u3000聖辺も有希と同じ人種だった。ニタニタと笑い、栓のされたワインを担ぎ上げ、鎖骨のあたりで弾ませている。喧嘩は拳でやり合うものだ、なんていう美徳を嘲笑うような態度に、被害者の仲間は「卑怯やろがい！」と叫んだが、声を上げた途端、横っ面をワインの瓶で殴られ、フロアの隅まで吹っ飛ばされていた。\n'],"['「昨晩遅く、私立セルリアン女学園の元教師からタレコミがあったんや。何でも若い男が、女生徒の売春活動について調べとったらしい。そんで事情を知っとる元教師のことを脅し、情報を得るまでのあいだボコボコにした。男は長門有希、つまり松井知穂殺しの実行犯と同じ名前を名乗っとった」\n', '「『俺は聖辺の目を盗んでスイッチを横領した』と弓長は言っている。元々スイッチは、馴染みの店で調子こいていた台湾人が持っていたモンを、そいつと喧嘩になったときボコボコにして奪ったらしい。価値があるのかどうかもわからなかったから、聖辺はそいつを放置していた。ところが｜崔《チェ》｜炳瑞《ビョンソ》という朝鮮人が接触してきて、スイッチを一億で譲渡するよう働きかけてきたんだと。弓長は大金欲しさに聖辺を裏切って、アジトからスイッチを盗み出したはいいが、崔と会う寸前、聖辺のやつに拉致され、おそらくは彼に殺害されたと言っている。そしてスイッチの在処を知っているのはこの世で自分だけだと嘯いとる」\n', '\u3000有希の比類なき暴力を連想させ、俺は息をのんだ。聖辺はつまらなそうな顔をしながら、取り巻きの連中に声をかける。柳田をボコボコにしたことで、興醒めしたように見えた。\n']"
