ペットボ,サーカス,キログラ,コントロ,ブラムシ,ブラウエン,キーワー,ランペッ,サンプル,ノコギリ,プスブル,ランツル,モロコシ,バックド
1,2,1,1,1,2,36,1,1,4,7,2,2,2
