いじめた,おろする,かったた,たらきり,ぽっかり,はっきり,むかつい,うとする,しわくちゃ,よろしく,すらいら,めーこと,らんはっ,しながら,するから,さっそく,いがつい,にこちら,だったら,からがば,ことすら,すっぱり,ことだっ,からかす,たっつー,にやしな,いじめら,ぱっくだ,かったじ,ことぐら,するのさ,なよおい,うだから,ころだっ,だったた,がしかっ,するつい,だったか,ぐらいが,かりきり,つけたら,しとくに,すっかり,かっぷる,だったっ,おどけた,すらしな,からぺこ,ひそめた,もそうだ,からしば,だっから,もそのこ,からぺら,しげしと,たらしこ,すること,たらしく,ばっかり,がっちり,しなかっ,とっくに,きくはた,ついさっ,からずっ,しなくっ,こんぐら,だらしな,もりだっ,からたた,ぱっくに,ぶつかっ,がやたら,しとしな,がつくだ,とくこと,からこそ,くらだっ,かったら,わなかっ,さっぱり,ちかけた,かったか,ばっちり,ことしな,ふらつい,ちかけら,はたから,うしたら,がらにや,こしてく
1,1,2,1,1,1,2,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,7,2,1,2,2,1,1,1,1,1,1,1,1
