ペットボ,バタフラ,コントロ,ズタボロ,サングラ,ボクサー,ブラウザ,バッチリ,ヨロシク,クッキー,ワイドシ,スーパー,キャッスル,スクトッ,カラフル,プリクラ,ガッカリ,サンキュー,ケットボ,コンサー
1,7,1,1,6,1,5,2,1,8,1,4,1,3,1,1,1,5,1,2
