ペットボ,サーカス,スッポリ,ハッキリ,タップリ,ヒーメー,トップク,コウサク,ガッチリ,スカウト,カップル,バッチリ,クッキー,ガラスヤ,パープル,キロメー,ガッカリ,ブルメー
1,1,2,4,1,1,2,1,2,2,1,2,1,10,4,5,1,1
