うとぺこ,きろぐら,よろしく,しながら,ざわつい,むずのし,さっそく,だったら,ひらめき,だったか,ぎたぐら,たっぷり,がっかり,すること,むずやわ,むずのそ,からいそ,かったら,さっぱり
1,2,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1
