からすた,するとこ,がしたか,はっきり,きちぎら,からぐら,めたこと,しながら,がぶつか,するから,ことはた,だったら,ことすら,からばち,いじめら,ぶらぼー,すっかり,くどころ,けたとこ,ぶつけた,さったか,すること,ことから,しなかっ,とっくに,もりだっ,はっぴー,めちゃくちゃ,かったら,わなかっ,かったか,いそうだ
1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1
