ペラペラ,クシャクシャ,バラバラ,マジマジ,ビクビク,ギリギリ,ボロボロ,チラチラ,クスクス
['\u3000少し気になってペラペラと捲っていく。だが内容はほぼ予想通りだった。\n'],"['\u3000俺の目の前で書類は真っ二つにされ、クシャクシャに握り潰される。\n', '\u3000違うのはもう全てが下されてしまって、希望はもう残っていない事と、顔が涙でクシャクシャになっている事だった。\n']",['\u3000ノートや教科書はバラバラに解体され、バッグも裂かれて底が開いてしまっている。\n'],"['\u3000適当に相槌を打っていた俺は、思わず目を見張りマジマジと大沼を見る。\n', '\u3000驚いて俺は大沼の顔をマジマジと見つめてしまった。\n']",['\u3000赤石はビクビクしながらも頷いた。\n'],"['「一学期の期末から目に見えて成績が落ちてるねぇ。中間はそこそこだったのに、期末は赤点ギリギリだよ。まぁ現代文は何とか維持できているんだけど……」\n', '\u3000河原崎は中間で赤石の力により赤点を回避したが、期末は自力でやるしかなく赤点ギリギリに戻った。そう考えれば合致する。\n']","['\u3000その上、この高校に入学を勧めたのは毎日深夜にボロボロになって帰ってくる姉さんなのだ。\n', '\u3000この高校に進学が決まった時に俺が金の杞憂をすると、姉さんはそう言って笑い飛ばした。だがそれが姉さんにどれだけの重荷だったのか、いつも心身ともに疲れ果て、ボロボロになって深夜に帰ってくる姿を見るとよく分かる。\n']",['\u3000だがこちらをチラチラと盗み見る姿は、顔色を伺っている以外に考えられなかった。\n'],['\u3000囲んでいる生徒達がクスクスと笑い出す。\n']
