ズカズカ,ギシギシ,ハラハラ,パラパラ,チカチカ,モクモク,ピカピカ,カラカラ,ガクガク
['\u3000そこに胡麻博士と教え子の｜里田百合子《さとだゆりこ》が、明らかに場違いな明るさでズカズカと部屋に立ち入ってきたのである。\n'],['\u3000祐介は、サングラスの親父から部屋の鍵をもらうと、ギシギシと音の鳴る階段を登って、二階の廊下に出た。そして、廊下の途中で、左側のドアに鍵を差し込んだ。そこが祐介の部屋だった。\n'],"['\u3000だから根来はハラハラしている。\n', '\u3000ちなみに根来は娘のすみれのこともハラハラしている。だから、根来は最近やつれている。\n']",['\u3000盤上の碁石を手のひらで集めると、パラパラと碁笥に戻した。\n'],['\u3000中へ入ると、温泉の腐った卵のような匂いがプウンと漂っていて、空気は湿っていて暖かった。チカチカした蛍光灯の明かりに照らされて、扇風機がカラカラと一人でにまわっていた。\n'],['\u3000耳をすませば、せみの鳴き声が｜忙《せわ》しなく響いている。右側の空に目をやれば、蒸気機関車の煙突から吹き出した煙のような形をした雲が、モクモクと一面に覆い被さっていた。\n'],['\u3000亡くなってから八年、そうは思えなかった。暖かい日差しに埃が浮いているのが見えていたが、本棚や机はピカピカに磨かれて、埃が被っていなかった。夫人が毎日、丁寧に拭いているからだろう。\n'],['\u3000中へ入ると、温泉の腐った卵のような匂いがプウンと漂っていて、空気は湿っていて暖かった。チカチカした蛍光灯の明かりに照らされて、扇風機がカラカラと一人でにまわっていた。\n'],['\u3000その時、蓮也は自殺をする決意をした。自分もあそこにいる星になろうと。そして、ふらふらと立ち上がると飛び降りる崖まで歩いていくことにした。膝はガクガクと揺れた。そうして、苦しいため息をつくと、その後で吸い込んだ空気には土のカビ臭い匂いがした。\n']
