いじめた,ついちら,ぶるがた,くっつい,がしたか,さんがち,くっきり,よろしく,ごほげほ,しながら,じーさん,うところ,するから,くださっ,にこちら,だったら,からつい,がみこん,ことだっ,いじめら,ずらしく,かったじ,どきしな,だったか,すっかり,がさわら,かっぷる,だったっ,さんから,こうから,うるさく,めたばっ,とったっ,さんのこ,ことよろ,かりだっ,ひっつい,すること,さんがし,つけてく,ばっかり,ついたら,かすこと,しなかっ,とっくに,ついさっ,がみつい,さんがや,しなこと,もわから,はっぴー,ついてく,ころから,かりしと,とこちら,がりつい,さっぱり,かったか,うとしな,けっこう,もりすく,さんだっ,うしたら
1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,1,2,2,1,1,1,2,3,1,4,1,1,2,1,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
