なみにこ,がしてく,ことくら,かったた,もじゃもじ,ひっぱり,がしたか,ばらくす,はっきり,ちらから,めたこと,がっこう,げーむし,からごそ,うとする,にこびり,ぶりくら,ずかしく,しながら,ちらこそ,からわい,ことだら,うところ,さっそく,ばらだっ,だったら,ほったら,からすっ,からぼー,からさら,さっぽろ,ことだっ,たかがく,しなとこ,ぼりがち,めーじと,べたとこ,かったじ,うだから,ころだっ,だったた,からぶら,ついにや,だったか,いらする,がらこち,かきむし,からむし,すっとぼ,たっぷり,すっかり,こともた,かっぷる,さんから,もわかっ,すいとこ,もそうだ,さんのこ,がってく,かりだっ,すっから,むずあっぷ,すること,ぬるする,がたかっ,たらしく,もそもこ,しなかっ,ちらつい,とっくに,がみつい,もりだっ,くっから,もじしな,かったっ,からかっ,ころから,ひくつか,すくめた,からこそ,かっこう,かったら,わなかっ,さっぱり,かったか,うとしな,けっこう,ずっとこ,くってく,さんだっ,きーわー,いそうだ,こしてく
1,1,4,1,1,1,2,1,8,2,1,1,1,1,6,1,1,4,8,1,1,1,2,3,1,8,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,6,1,1,1,1,1,7,5,1,2,2,1,1,1,1,2,1,1,1,6,1,1,3,2,4,1,1,1,1,1,1,1,1,3,1,1,1,1,7,2,1,3,4,1,1,1,2,2,1,1
