もそうよ,するとこ,ばらくす,うとする,もそこそ,うようだ,がたいそ,おーくに,ちりじり,はたいそ,ことがば,すること,もわかり,しなかっ,からのこ,かったら,わなかっ,さっぱり,かったか,けたかっ,わないが
1,1,2,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,2,1,1
