ホヤホヤ,ドキドキ,ゴロゴロ,ニヤニヤ,チラチラ
['「まだ成立してホヤホヤなんだ」'],"['\u3000すっごくドキドキしてきた。', '\u3000たぶん、シンイチくんもわたしと同じくらいドキドキだと思うから、今日クラスの様子をちゃんと見てれば、シンイチくんが誰かはっきりするとは思うんですが、とてもそんな余裕はないようです。']",['\u3000夕食後、ベッドにゴロゴロと寝転がりながら、スマホで「小説家になろう」を見ておもしろい恋愛小説がないかなって探してたんだ。'],['\u3000とニヤニヤした顔でちょっかい出してくる。'],['\u3000教室に戻ると、ついつい榊原くんと藤田くんのほうをチラチラ見ちゃう。']
