くだから,はっきり,うとする,しながら,にこのこ,うところ,さっそく,ぐらかさ,だったら,きりする,ことだっ,べたとこ,しくさっ,だったか,おいてく,びかけた,けたとこ,くたばっ,さんのこ,こうする,すること,からどか,ことから,しなかっ,なようだ,ことする,からのめ,めりかっ,つかわし
1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,6,1,1,1,1,1,1
