とこのこ,やいじめ,けたから,ばっくど,ことくら,うとすっ,ぐちゃぐち,さらだっ,ぽっかり,からぼた,はっきり,まじだっ,うとする,からきゃっ,くっきり,よろしく,ぼろだっ,すっきり,しながら,たかさっ,おいたっ,おいしく,わなくちゃ,ぐらかさ,だったじ,じめだっ,がったじ,だったら,うよたっ,からだっ,からずる,からすっ,じめから,とってか,ぷるたぶ,ことだっ,ふかめら,こんがら,いじめら,くいこと,するぐら,ごとひっ,こんさー,だったた,するつい,くってか,だったか,こんとろ,こそいじ,すっかり,すーぱー,だったっ,がくすく,くすきー,きゅーこん,ぶつけた,からしば,がってく,かりだっ,くすとこ,すること,びりつい,ばっかり,にたどた,ことから,ついたら,からめー,しなかっ,あっぷする,しなくっ,ぺっとぼ,くったっ,だらしな,もりだっ,がしばし,ぶつかっ,ついてく,けたいじ,がしたじ,めちゃくちゃ,たぽすた,かったっ,ぶかしげ,しくぎた,からこそ,するくら,かったら,だくさん,てかかっ,わなかっ,にこすっ,さっぱり,かったか,からぎた,うとしな,ぶりだっ,もそもだ,めたたっ,くすから,がらふっ,さんだっ,うしたら,ことがさ,いそうだ
1,1,1,1,1,1,1,3,1,1,8,2,7,1,1,1,1,1,11,1,1,2,1,1,1,1,1,9,1,2,1,1,2,1,3,7,1,1,16,1,1,1,1,1,1,2,9,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,2,2,2,2,1,9,1,1,1,2,1,5,1,1,1,1,1,1,2,3,3,1,7,2,2,1,1,4,1,2,9,5,3,1,1,1,2,1,1,1,1,4
