くいくい,いらいら,ぽろぽろ,ぴりぴり,どきどき,ばたばた,がさがさ,そろそろ,まじまじ,ぼりぼり,うろうろ,おいおい
['\u3000くいくい、とこーとの裾を引っ張られた。\n'],['\u3000隆人の父親、剣崎雅人はいらいらしていたけれど、とうとう表に出し始めた。\n'],['\u3000言いながら彼女はぽろぽろと泣きだしてしまった。\n'],"['\u3000ぴりぴりぴり……と、着信音が邪魔をする。\n', '\u3000事件が現在進行中の間は、ぴりぴりとした空気を張り巡らせていたのに、今は落ち着いている。\n']",['\u3000どきどきしながら固唾を呑んで見守っていると、\n'],['\u3000いきなり通話の切れた音がしたかと思うと、ばたばた、と中から人が出て来る音が聞こえてきた。\n'],"['\u3000がさがさと茂みをかき分けてあらわれたのは、隆人によく似た小さな男の子。\n', '\u3000がさがさ、茂みからまた別の人の気配が。\n']","['\u3000そろそろ行かないと、約束の時間になっちゃう。\n', '\u3000それなのになかなか実現しなくて、そろそろ催促……と、思っていたら。\n']",['\u3000私は思わず、隆人のお祖父さんなる人をまじまじと見つめた。\n'],['\u3000ぼりぼりと剃り後の濃い顎を撫でながら、班長と呼ばれた私の直属の上司……相原警部補は首を傾げた。\n'],['「さっきから、気のせいかなって思ってたんだけど……下で小さな男の子がうろうろしてるんだよね」\n'],['「……おいおい、泣かんでも……」\n']
