ペットボ,ハッキリ,スクワー,キーワー,ホットコ,スッキリ,ヒーサー,ハッピー,チョコパフ,サックス,キーボー,フラワー,ブラコン,ヒーカッ,ワイトボ,ワイドシ,サンプル,フカメラ,ランクイ,メチャクチャ,ブーメラ,ブストー,ワイパー,プルカラ,サブバッ,サンキュー,タッフル
3,1,1,5,1,1,11,1,1,5,1,4,1,1,4,1,1,1,1,2,1,2,1,1,1,2,1
