うところ,うること,せかけた,くについ,しながら,すること
['「叙述とりっくについて、思うところがあるんだよね」'],['「それは大いにありうることだね」'],['「大抵の場合、叙述とりっくは読者だけに仕掛けられるものであって、作中人物への驚きがないでしょ。年齢誤認とりっくを例にとるね。二十代と見せかけた主人公が、実はおじいさんでしたー、みたいなの。でも主人公も周りの人たちも、彼がおじいさんであることを知っている。つまり世界が反転しているのは、読者にとってだけであって、作中人物たちにとっては、《なにごとも起きていない》」'],"['「叙述とりっくについて、思うところがあるんだよね」', '「で、性別誤認の叙述とりっくについてだけど」']",['\u3000話しながら、僕はとても苦しくなっていた。'],['「嘘は書けないんだから、勘のいい読者なら、『情報の欠落』に気づいて、真相を看破することもあるだろう」']
