コンコン,ドキドキ,ウキウキ,パラパラ
"['\u3000コンコン。', '\u3000コンコン。', '\u3000コンコン。']",['\u3000ドキドキしながら、オーブンを開けます。'],['\u3000さあ、白雪姫はもういません。王妃様はウキウキと鏡に言いました。'],['\u3000見た目でりんごと分かると白雪姫は食べられないようです。分からない料理にしなくてはいけません。王妃様は本をパラパラとめくって探しました。']
