ノシカッ,ノシカタ,スーハー,ピーカー
['「――――タノシカッタ」\n'],['「ヤサシイ、ニンゲン、イタ。ソレダケデ、トッテモウレシイ。シリトリ、タノシカタ。――――タダシニ、ミンナニ、ツタエテ。アリガトウ」\n'],['\u3000ミカは左胸を押さえて、スーハーと深呼吸。\n'],['\u3000そんな微笑ましい会話をテレビの音声がつんざいた。警戒せざるを得ないような鋭い音が、テレビのスピーカーを震わせた。それは緊急速報を知らせるアラート音だった。\n']
