しくてか,きしめら,こっくりこっ,べちゃいそ,はたくさ
['\u3000大きなたこはたくさんの卵を産んだ。つやつやのきれいな卵。たこは卵を守り、きれいなお水を卵に吹きかける。夜になれば卵の中にいる子どもたちのために子守歌を歌った。たくさんの卵の一つ一つ、そのどれもが愛おしくてかけがえのない宝物だった。'],['\u3000母いるかはいるかの子と小さなたこをその背に乗せて子守歌を歌う。子どもたちはすぐに眠りへと落ちていった。お月様の光は優しいお母さんの光。子だこはいるかの背に揺られ、お母さんだこに抱きしめられる夢を見ていた。'],['\u3000たこが歌い終わるといるかの子はこっくりこっくりと眠りに落ちていた。たこたちの上ではさめがくるくると泳いでいる。さめはいるかを狙っていたが大きなたこがいたので手を出せないのだった。'],['「いいのよ。さっきは魚と間違えて食べちゃいそうになったけどね。私はいるかが好きなのさ」'],['\u3000大きなたこはたくさんの卵を産んだ。つやつやのきれいな卵。たこは卵を守り、きれいなお水を卵に吹きかける。夜になれば卵の中にいる子どもたちのために子守歌を歌った。たくさんの卵の一つ一つ、そのどれもが愛おしくてかけがえのない宝物だった。']
