しながら,べたかっ,いそうだ,たっぷり,かりくすん,かりする,しっかり,しなこと,すること,わなかっ,けたこと,ことすら,かすめた,かったら,まること
['\u3000そうして、最後のまっちが燃え尽きていくのを、手をかざしながら一緒に眺めてから言いました。'],['\u3000私が成り代わってしまった女の子――――きっとお母さんが作ったがちょうの丸焼きを食べたかっただろうな。'],['\u3000あまりにも寒くて、凍え死んでしまいそうだったのです。'],['\u3000少女は温かい室内にいて、そのお皿にお母さんが、たっぷりの肉を切り分けてくれました。'],['\u3000艶やかに光るはずの金髪は、栄養不足と汚れですっかりくすんでしまっています。'],['\u3000きっとお婆さんはがっかりすることでしょう。'],['\u3000古いけれどしっかりした作りの靴だったせいかな？\u3000抜け目のなさそうな奴が素早く拾ってふところに入れたのも見たよ。'],['「何って、僕たちの赤ちゃんだよ。おかしなことを聞くね。'],['「私のまっちが生み出す炎は人を『幸せ』にも『不幸』にもすることが出来る。'],['\u3000自分もまっちを持っているならば、どうしてそれを使わなかったのでしょうか。'],['\u3000でもそういえば……裸足で歩いている女の子なら、見かけたことがあったっけ」'],['美しい姫君の涙になら皆が心動かされるのに、この少女の涙は、誰かに気づかれることすらありませんでした。'],['\u3000そんな考えが頭をかすめたそのとき、見覚えのあるのある姿が遠くに見えました。'],['\u3000もしも、このまま奥様を見つけることが出来なかったら――――。'],['\u3000でも火はすぐに消えて、手が温まることはありませんでした。']
