クッキー,トンカラ,クスキュー,コンクリ,キャッスル,チンミシ,パッチン,ドーピン,ブリザー,キコバタ,カステラ,ハッキリ,オンボロ,コントロ,ピンポイ,ザックザク
2,8,1,1,1,1,1,1,1,8,1,2,1,1,1,3
