ザーザー
['\u3000体を起こして、ぼうっとしていると、朝なのにやけにうす暗いことに気づく。そこで、ザーザーという雨のノイズが耳に入った。ときおり、ぽつ、ぽつと窓を打つしずくの音も聞こえる。\n']
