ふつふつ,しゃりしゃり,ひらひら
['\u3000土鍋からは、白い蒸気が、ふつふつと上がりはじめている。'],['\u3000しゃりしゃりと大根をすり下ろしながら、老人が言った。'],['\u3000道路脇の生い茂った緑から、ひらひらと風にこぼれる山桜。']
