しなかっ,すること,つるから,はっきり
['だけれど、『いらない』冬は私には存在しなかった。寒い、寒い季節。彼と私が出会えた大切な、大切な季節。'],['―そうすることで、その国にその女王様の季節が訪れるのです。 '],['誰かが「病気を持ってるから近寄らない方がいい」と言っていた。どうして病気だと近づいてはいけないのかと聞けば「うつるからだ」と教えてくれた。病気はうつると困るものらしい。病気は『いらない』ものだと私は思った。ならば、病気を持っているあの人は『いらない』のだろう。私は拾う事にした。'],['『いらない』と言われた冬は、物語の中では『いらない』とは言われなかった。だから、私は冬を『いらない』ものだと、はっきり思えなかった。私には、どうしても拾えない季節。']
