ばらくす,すいたっ,うとしな,こっくりこっ,はっきり,うとする,とろうと,ばたしな,うところ,けたとこ,からるん,くどころ,がくしゅっ,すること,しなかっ,めたから,いそうだ,はたくさ,しながら
1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1
