おんおん,ぽろぽろ,かたかた,ぞろぞろ,ざわざわ,ぶらぶら,きらきら,にこにこ,どんどん
['\u3000魔女は声を上げて泣きました。おんおん泣いて、泣いて、泣いて……気がつくと、いつのまにか足をじたばたさせていました。'],"['\u3000魔女は返事ができませんでした。ぽろぽろ、ぽろぽろ、また涙がこぼれてとまらなくなってしまったのです。', '\u3000魔女は返事ができませんでした。ぽろぽろ、ぽろぽろ、また涙がこぼれてとまらなくなってしまったのです。']",['\u3000魔女の手で、魔法のつぼがかたかたふるえだします。'],['\u3000つられて皆がふりむき、ほんとうだ、石じゃなくなったのか、などと話しながら、ぞろぞろ魔女のそばに集まってきました。怖がるどころか、とてもうれしそうです。'],['\u3000はあ、とためいきをついたとき、屋敷のほうでざわざわした声が聞こえました。'],['\u3000どこにでも行けるようになったのに、もうどこにも行きたくなくて、屋敷にとじこもったままぶらぶらするばかり。'],"['\u3000若者のつむぐ物語は、いかにもあらけずりで田舎くさくて子供っぽいものでしたが、ふしぎときらきらまぶしくて、聞く者を引きこんではなさない力がありました。', '\u3000何十年にわたってためこんだ物語が全部、風に乗って飛び去ってゆきます。若葉のようにきらきらまぶしい物語も、燃えさかる火のような物語も、静かな湖のような物語も。']",['\u3000若者がにこにこと答えると、歌うたいの女が進み出て、抱えた竪琴をぽろんと鳴らしました。それは、かつてつぼにおさめられていた物語の、はじまりの音でした。'],['\u3000魔法のつぼは、どんどん物語をためこんでゆきました。男の語る物語は、とても力強くあざやかで、ひとつひとつが燃えさかる火のようでした。']
