ちらちら,そろそろ,とぼとぼ,とんとん,いちゃいちゃ,はっはっ,だらだら,どきどき,うとうと,ぎりぎり
['\u3000お前らこそ早朝からなにしてたんだ、というせりふをはじぃは飲み込みます。そんな中、少年ぺーたははじぃに話しかけながらも、くらーらのはだけた胸元にちらちらと視線をやりました。\n'],['「そろそろ覚え込むふぇーずね……」\n'],['\u3000金髪の痩せた少女が、寒そうなみすぼらしい服を身にまとい、裸足でとぼとぼと街を歩いていきます。\n'],"['\u3000とんとんとん。扉を叩きます。\n', '\u3000とんとんとん。がちゃり。\n']",['\u3000何度も何度も殺しにかかってくる父親。るーぷ毎にいちゃいちゃしている幼馴染たち。不快な粘っこい視線で彼女を見るまふぃあの親分。飄々としながらけっこうえぐいあるーむじいさん。\n'],['「言うことを聞かねえ悪ぃ子にはぁぁぁ……ひゃーはっはっはっは……おしおおしおお仕置き……くくくくくく」\n'],['\u3000血走った目がぎらりと光ります。緩んだ口元からはだらだらとよだれが垂れており、髪をかきむしりながら狂ったような笑い声を上げています。\n'],['\u3000割とどきどきしながら本気で祈りました。\n'],['\u3000はじぃが積み藁の上でうとうととしていると──。\n'],"['\u3000あるーむという名のおじいさんは、かつて父親をぎりぎりのところまで追い詰め、引き分けに持ち込んだことのある有名な武人でした。\n', '\u3000ぎりぎりのところで父親の足を弾き、彼女は２歩下がりました。\n']"
