ぐびぐび,ぼつぼつ,ぐるぐる
['\u3000若様が火縄に点火すると、女武者たちの真ん中で種子島がぐるぐる回り始めました。しんでれらは意にも介さず焼酎をぐびぐびと飲み、えのころ飯をかっ食らいました。しばらくして、種子島がどか！と火を吹き、しんでれらの対面に座っていた女武者の頭を吹き飛ばしました。'],['「おいもぼつぼつ、よめじょ見つける頃合じゃ。良か兵子《へご》ば産んで藩に尽くしてもらうためじゃ、お国で一番強ぇおなごば見つけてよめじょにすっど」'],['\u3000若様が火縄に点火すると、女武者たちの真ん中で種子島がぐるぐる回り始めました。しんでれらは意にも介さず焼酎をぐびぐびと飲み、えのころ飯をかっ食らいました。しばらくして、種子島がどか！と火を吹き、しんでれらの対面に座っていた女武者の頭を吹き飛ばしました。']
