がちくり,うとする,まるちくり,しっかり,かりごと,からさら,ぽたりぽた,いそうだ,からこそ,しなめら,こんとろ,がつけば,けたこと,ことごと
1,1,1,1,2,1,1,1,1,1,1,1,1,1
