いらいら,きらきら,くすくす,どんどん
['そんな様子をずっと影から観察していたねずみは、いつまで経ってもからすが辛そうにも悲しそうにもしないので、いらいらを募らせていました。'],['そうしてねずみが見たものは、部屋いっぱいにつまれたきらきらと光る宝物の山。'],['からすはその時のことを思い出したのか、くすくすと笑います。'],"['どんどんどん！', 'しかし、どんどん動物たちがくるものですから、だんだんと宝物は少なくなっていきます。', 'どんどんどん！']"
