フラフラ,ピカピカ,キラキラ,プルプル
['\u3000大きなタコは夫を信じて待った。しかし夫は帰って来ない。その間も休まずにずっと卵につきっきりだった。眠ることも食べることもしないタコはどんどん弱っていく。そしてある満月の晩、タコの身体はとうとう動かなくなってしまった。フラフラと潮に身体が流されそうになるのを必死に岩に張り付いて子守歌を歌う。海の上では満月が浮かび卵を照らすと卵の中で小さな目がピカピカと光った。'],"['\u3000イルカの子はそのピカピカ光る目ににらまれると不安そうにタコを見上げた。', '\u3000大きなタコは夫を信じて待った。しかし夫は帰って来ない。その間も休まずにずっと卵につきっきりだった。眠ることも食べることもしないタコはどんどん弱っていく。そしてある満月の晩、タコの身体はとうとう動かなくなってしまった。フラフラと潮に身体が流されそうになるのを必死に岩に張り付いて子守歌を歌う。海の上では満月が浮かび卵を照らすと卵の中で小さな目がピカピカと光った。', '\u3000それを聞いた子ダコの瞳がピカピカと光る。それは子どもの頃に出会った大きなタコと同じ輝きだった。']",['\u3000太陽が昇ってキラキラと明るい水面を大きなタコとイルカの子は見上げた。'],['\u3000タコの子はプルプルと震えながら「お母さん、お母さん」と泣いていた。']
