ばたばた,たどたど,じりじり,ぱくぱく,みしみし,ぱんぱん
['\u3000鳥たちが慌ててばたばたと飛び去っていきます。'],['\u3000たどたどしいながらも、少年は言葉を発します。'],['\u3000しかし少年も負けてはいません。虎視眈々と隙を窺いながら、じりじりと距離をつめていきます。'],['\u3000するとかはっと血を吐いた少年が、口をぱくぱくと動かし始めました。'],['\u3000大木は一瞬にして真っ二つ。みしみしみしと音を立てながら倒れてしまいます。'],['\u3000魔女はゆっくりと立ち上がると、ぱんぱんと服をはたきます。']
