パーボリ,ハッキリ
"['\u3000もしくは、当局が物語の意図に気がついて弾圧を加えてくるか……だが、このムー・トゥーランに居場所が無くなれば、南に落ち延び、ハイパーボリアのどこにも居場所が無くなれば、気は進まないが（本当に気が進まないが）、サイクラノーシュに、セラエノに、ヤディス……私はどこまでも逃げ延びて、兎との約束を出来るだけ遂行するつもりだ。\n', '\u3000いつかはハイパーボリアも滅び、また違う種族が、この惑星の地上を支配するのかもしれない。もし、それでも、この物語が記憶され、受け継がれているのならば、同時にこの世のどこかにヴーアミの不浄の血と、“何か”の血が残されているのかもしれないのだ。\n', '\u3000むかしむかし、ハイパーボリアのある所に小さな村があった。\n']",['\u3000兎は狸を無視して、弓兵達に村外れの一番頑丈そうな土蔵に、狸を閉じ込める様に命じると、見張りを残して、今後の対策を練るべく村長の家に向かった。あらかじめ古文書で下調べをしていた兎には、今や狸の正体がハッキリと解ったのだ。\n']
