シャンシャン,ドキドキ,キラキラ
['\u3000シャンシャンと来訪を告げる鈴の音が聞こえてきて、そりをひくトナカイさんがやってきた。'],['\u3000スーは自分の事のように胸がドキドキしてきて、思わずそこを両手でぎゅっと握り込んだ。'],"['\u3000そりの上には結晶の入った箱がたくさん積まれている。スーは自分の分の箱もていねいに積み上げて、ふと隣の箱に釘付けになった。そこにはひときわキラキラと複雑で美しい結晶が！', '\u3000キラキラとガラスケースに入れられて、みんなにお披露目されたのは……']"
