からぽか,はためら,うとする,きしめた,ぱりとく,しっかり,からじゃん,もそうか,するから,かったら,くつもり,いそうだ,ひそめた,しながら,じめから,のしちゅー
1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
