クッキー,チンピラ,ツンデレ,ワーバラ,キーパー,ワーカー,キーワー,ブービー,ハッキリ,ブラコン,キンシッ,ポーカー,シッギシ
2,1,1,1,2,1,1,2,1,1,1,1,2
