とんでん,しっかり,すること,ちらから,はたいそ,たらふく,おいもお
['「とんでんなかことをしてしもうた、ごめんなせぇ。おいは腹を切って詫ぶっで、いもっじょだけは見逃したもんせ！」'],['\u3000おばあさんはへんぜるから奪った宮原正清の刀を抜こうとしましたが、へんぜるの左手はおばあさんの右手首をしっかりと掴み'],['\u3000そのまま一晩中歩き続け、夜が明け始めたとき、ぐれーてるは甘い匂いがすることにふと気づきました。奄美名産の黒砂糖、百姓が一口でも舐めれば死罪は免れない代物です。持ってきた僅かな米も食べ尽くし、お腹を空かせた二人はその匂いに引き寄せられました。'],['(美味そうな子じゃ、どちらから食もってしまおうか)'],['\u3000持ち主の居なくなったお菓子の家には、悪事を働いてこしらえた大判小判が山と詰まっておりました。へんぜるとぐれーてるはたいそう喜んで、'],['\u3000と言って、二人を家に招待して、たらふくお菓子を食わせて焼酎を飲ませました。焼酎が回って眠ってしまった二人を眺めながら、おばあさんはにやりと笑って、懐に隠していた短刀の柄に触れました。'],['「おいもおはんらを捨てたくなかと思うちょった！\u3000ばってん、食べ物が無ぇから、仕方なかと思って……」']
