ふがふが,にこにこ
"['\u3000するとぼうやは「ふがふが、ふがふが。」と言いました。', '\u3000するとぼうやは「ふがふが、ふがふが。」と言いました。', '\u3000あんまりふがふが言うので、泥棒がそっと手をはなすと、ぼうやは、']",['\u3000ぼうやはそういって、にこにこ笑いました。']
