ワンワン,ブツブツ
"['\u3000がっくりと肩を落としながら、それでもお殿様の命令に逆らう訳にはいかず、大きな山の先にある鬼ヶ島へと向かう桃太郎。山の中を歩いてしばらくすると、草むらの中から「ワンワン」という鳴き声が聞こえてくる。', '\u3000「ワンワン」という特徴的な鳴き声から草むらのなかにいるのは犬だと察する桃太郎。「ワンワン」と元気の良い鳴き声と共に飛び出してきたのは――。', '\u3000「ワンワン」という特徴的な鳴き声から草むらのなかにいるのは犬だと察する桃太郎。「ワンワン」と元気の良い鳴き声と共に飛び出してきたのは――。', '「ワンワン！\u3000お話は聞かせて頂きましたワン！\u3000お腰につけた黍団子を一つくださいワン！\u3000代わりに私も鬼退治のお供をさせて頂きますワン！」', '「ワンワン！\u3000私は犬神と申しますワン！\u3000呪詛が得意ですワン！\u3000相手を苦しみ悶えさせて殺したい場合は言ってくださいワン！」', '「ワンワン！\u3000猿のにおいがしますワン！」']",['\u3000黍団子が奪い去られる光景を目の当たりにした犬神と孫悟空が怒りの声を上げる。犬神がブツブツと呪詛のような言葉を呟くと、空を舞っていた雉がピタリと空中で止まる。そこへ向かって孫悟空が手に持った棒を思いっきり雉へと叩き込む。雉は遥か彼方へと殴り飛ばされて空に輝く星の一つのようにキラリと光って消え失せた。']
