ギリギリ,キラキラ,キョロキョロ,トボトボ
['馬丁は心得たとばかり頷くと、馬車に乗り込んだ。マッチを売る少女の目の前ギリギリを用意しておいた馬車が、通り過ぎる。'],['少女が倒れたので能力が切れたのか、具現化されていた彼女のおばあさんが頼みますよというような仕草をして、キラキラと天へと消えて行った。'],['痛そうに立ち上がった少女は、キョロキョロと辺りを見渡した。'],"['彼女はふうとため息をつくと、トボトボと雪道をはだしのままで歩き出す。', '少女は、しばらくトボトボと歩いていたが、素足で雪の上を歩いて凍えたのだろう、風を避けるように家と家の間に座ると暖を取ろうとマッチに火を付けた。']"
