さわしく,がぶつか,おいてく,がくすく,ばらくす,まるくら,はっきり,うとする,わくする,がためら,わなかっ,がらくた,しっかり,いじけた,うところ,べりする,がらこと,もたくさ,ころから,すること,がたくさ,かってく,くらべた,げたばか,からこそ,くること,がつけば,けたこと,けたばか,しながら,ちんげー
1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,1,1,6,1,2,1,1,2,1,1,1,1,3,3
