ぴかぴか,ぶかぶか,ばんばん,すらすら,こつこつ,さくさく
"['私は同じように微笑みかけると、ぴかぴかに磨き上げた金のなっつを、陽にすかした。\n', 'そのときふろんとがらすからはたっぷりと、真夏のべがすの黄金色の陽射しが照りつけてきていた。ぴかぴかのなっつはまるで溶けてしまいそうに、まばゆく輝いていた。\n', 'ぴかぴかの純金のあーもんどが、壁に刺さっている。\n']",['ゔぇるでは葉巻を取り上げると、自棄気味に火で｜炙《あぶ》って煙をぶかぶか吐いた。\n'],['「せやけどお前、この頃は堅気の商売に精を出してこつこつやってんねや。いんすたとかついったーとかふぉとじぇにっくなしょっと出してな、いいね稼いでばんばんふぉろわーついてんねんで」\n'],['あんないい台詞を。映画と違ってりていくがきかないのが、人生か。やれやれだ。私が念のために聞くと、くれあはわいりーのぷろふぃーるを、すらすらと話した。だど・ふれんじーから聞き出して自分で調べ上げたらしい。それ以上は私には、何も言わなかった。\n'],['「せやけどお前、この頃は堅気の商売に精を出してこつこつやってんねや。いんすたとかついったーとかふぉとじぇにっくなしょっと出してな、いいね稼いでばんばんふぉろわーついてんねんで」\n'],['とろぴかーなで唯一やっているなっつの屋台を見つけ、私は｜炒《い》り立てを買った。頬袋の弾丸を吐き出すと、私はさくさくのなっつを噛み砕きながら考える。さてと、奴を｜炙《あぶ》り出すのに渡るのはもう一回、危ない橋だ。\n']
