からがら,くるから,でぶつか,びしょびし,くること,よろしく,すること
['\u3000大やけどした狼は、あわてて煙突を駆け上がると、命からがら逃げていきました。'],['「私もまた木の家を作るよ。狼が来たらまた逃げてくるからよろしくな。その代わり、木の家が役に立つときは遠慮無く使ってくれ」'],['\u3000しかし、あまりに凄い勢いでぶつかったので、一番上のお兄さん豚と二番目のお兄さん豚も家と一緒にぶっ飛ばされてしまいました。'],['\u3000そう言って、はしごを降りると一度自分の家に戻ってたおるを取ってきました。そして途中の川の水でたおるを濡らすと鼻と口の周りに巻きました。それから自分自身も川に入って体全体を水で濡らしました。狼の毛皮は水を吸ってびしょびしょになりました。'],['\u3000しかし、材料は軽いわらです。崩れたところで、のけるのは大して苦労もいりません。三匹は地震がおさまると、すぐにわらを押しのけて出してくることができました。'],['「私もまた木の家を作るよ。狼が来たらまた逃げてくるからよろしくな。その代わり、木の家が役に立つときは遠慮無く使ってくれ」'],['「それじゃあ、次は俺の家のわらを取ってこよう。家を作っても余震が来たら壊れてしまうが、寝わらにすることはできる。夜でも凍えないで済むぞ」']
