からすれ,うとする,のたいら,すること
['\u3000それ故、辺境の事は辺境で解決せよとの判断は、帝国からすれば至極当然であった。'],['\u3000しかし、上下左右中央の各部隊を、交互に後退させ持久戦に持ち込もうとする、だいなまいと艦隊の機動に手を焼いていた。'],['\u3000最も信頼する左翼のたいらー提督へ、本隊の予備艦隊を回すこと'],"['\u3000ここで帝国艦隊の一つと、同盟艦隊が激突することとなる。', '\u3000短期で決着しなければ、遠からず別艦隊が来援することは分かっている。']"
