ワンピー,キーボー,コンパク,ギーカー,コンクリ,エンジン,ピーカー,ポンコツ,カードキ,ヒースタ,ギーパッ,リントン,キーワー,シーズン,カーペン,カチャカチ,コントロ,ハッキン,ヒーカッ,スーツケ,コンピュー,スーパー,ギリオン,スクリーン
1,3,1,13,2,13,6,1,2,1,1,4,1,1,2,1,22,4,5,7,37,1,19,111
