カップル,スカウト,ポンポコ,コテンパン,ワイツー,ピーカー,ザービー,リングタ,バカスカ,シースル,アップアー,ハードス,ビームラ,ビングル,ドンパチ,シッカリ,バンカー,ハッキリ,ポツリポツ,コントロ,スーツケ,ブツクサ,コンピュー,スーパー,スクリーン
2,6,1,1,2,1,3,2,3,1,1,1,5,1,1,7,3,2,1,5,1,1,6,5,5
