クッキー,コンパク,ユルルン,コンクリ,ワーゲー,エンジン,ピーカー,マルチロ,バラグー,ポーツカ,ピンカー,カラドボ,ズラトロ,スラスタ,ブルドー,リングダ,ガートン,クラブリ,ムズデン,コングー,ミシシッ,ドングリ,ジャンクー,コンピュー,グスペッ,バラクラ,スクリーン
2,4,2,4,1,43,2,2,40,1,2,10,15,1,1,23,20,2,5,5,2,2,87,11,2,29,1
