コロンブス,ピンヒー,キーボー,バンパー,ビークル,チーズバ,コンクリ,エンジン,ザーシー,ブリバン,ポーツカ,テクノロ,ブリシー,アップアー,トクチュー,スラスタ,グラウン,ハッキリ,ブリキャッ,スタブリ,コンピュー,ピンポイ,バタフラ,スクリーン
1,1,4,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1
