エンペラ,ゲーツカ,カラクリ,コンパク,スカウト,クリプー,マルズバ,ポリシー,ブラボー,キューコト,リンピッ,ブーポイ,アップパッ,ワークサ,エンジン,プルクラ,クスカリ,アプサラ,デカブツ,プスピー,ギープラ,クリスタ,ゴチャゴチ,ブースタ,ナミシオ,プルクリ,ハーブラ,カーパッ,ワンタッ,リンクス,アーナミ,プンスイ,アーカー,スラスタ,パープル,バリアー,ドンクリ,ビームラ,ガンゲー,パースラ,ドンパチ,コンチク,ピッキー,ハッキリ,ジャーカー,ザーフラ,タップリ,コントロ,チンバチ,ウトナミ,ビショビシ,クダウン,トンズラ,シナプス,コンピュー,ブラウン,スーパー,マルスー,ポコチン,デンドロ,ブーメラ,ポリメラ,スクリーン
4,1,1,1,1,1,20,1,6,1,2,1,3,2,3,1,11,116,2,3,1,2,1,2,1,1,3,1,1,1,4,1,14,51,1,1,1,7,13,1,3,1,1,13,2,3,6,33,1,29,1,1,1,2,1,64,104,2,1,2,1,2,2
