キューピッ,ワンピー,ガタゴト,コンパク,ガチカラ,エンジン,ピーカー,ゴーグル,メリカン,ハッカー,フングイ,パークリ,ハッブル,ピーキン,シュークリ,コッパー,カンピン,ビングル,キングス,メキシコ,ビーコン,リーンアップ,ホログラ,パンジー,ベリスク,ハッキン,バラメキ,コンピュー,スーパー,フングル,カッシー
1,1,1,1,1,7,3,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,3,15,1,1,1,12,1,1,1
