ピンキリ,ザクレロ,ピッコン,コンパク,ウハシー,エンジン,キングジ,メリカン,サバゲー,ハッカー,クリスタ,ポンピー,チンチクリ,ブースタ,バシャバシ,クーリン,アップリン,スパコン,マルジン,プリンクラ,スカイジ,キーワー,プンスカ,コントロ,ハッキン,エンドロ,コンピュー,ピンポイ,ドロボン,クタイソ,ツルペタ,スクリーン
1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,8,2,8,1,7,1,8,8
